class_value,log10_class,log10_lower,log10_upper
36.1,1.557507201905658,1.552457038453495,1.5625573653578209
38.0,1.5797835966168101,1.5747334331646472,1.584833760068973
39.6,1.5976951859255124,1.5926450224733495,1.6027453493776753
40.0,1.6020599913279623,1.5970098278757994,1.6071101547801252
41.0,1.6127838567197355,1.6077336932675725,1.6178340201718984
42.0,1.6232492903979006,1.6181991269457376,1.6282994538500635
45.6,1.658964842664435,1.653914679212272,1.664015006116598
46.9,1.6711728427150832,1.6661226792629202,1.676223006167246
49.0,1.6901960800285136,1.6851459165763507,1.6952462434806765
50.0,1.6989700043360187,1.6939198408838558,1.7040201677881817
50.6,1.7041505168397992,1.6991003533876363,1.7092006802919621
51.0,1.7075701760979363,1.7025200126457734,1.7126203395500992
52.1,1.7168377232995244,1.7117875598473615,1.7218878867516874
53.2,1.7259116322950483,1.7208614688428854,1.7309617957472112
54.0,1.7323937598229686,1.7273435963708057,1.7374439232751315
54.3,1.734799829588847,1.729749666136684,1.7398499930410098
55.0,1.7403626894942439,1.735312526042081,1.7454128529464068
56.0,1.7481880270062005,1.7431378635540375,1.7532381904583634
57.6,1.760422483423212,1.7553723199710491,1.765472646875375
58.0,1.7634279935629373,1.7583778301107744,1.7684781570151002
58.2,1.7649229846498886,1.7598728211977257,1.7699731481020515
58.33,1.7658919764300154,1.7608418129778525,1.7709421398821783
59.9,1.7774268223893113,1.7723766589371484,1.7824769858414742
60.0,1.7781512503836436,1.7731010869314807,1.7832014138358065
60.000006854753344,1.7781513,1.773101136547837,1.783201463452163
60.3,1.7803173121401512,1.7752671486879883,1.7853674755923141
63.0,1.7993405494535817,1.7942903860014188,1.8043907129057446
64.0,1.806179973983887,1.8011298105317242,1.81123013743605
65.0,1.8129133566428555,1.8078631931906926,1.8179635200950184
66.0,1.8195439355418688,1.8144937720897059,1.8245940989940317
67.0,1.8260748027008264,1.8210246392486635,1.8311249661529894
67.5,1.8293037728310249,1.824253609378862,1.8343539362831878
68.0,1.8325089127062364,1.8274587492540735,1.8375590761583993
70.8333333333333,1.8502376796666677,1.8451875162145048,1.8552878431188307
70.83333664969537,1.8502377,1.8451875365478372,1.855287863452163
72.0,1.8573324964312685,1.8522823329791056,1.8623826598834314
72.4,1.8597385661971468,1.854688402744984,1.8647887296493098
76.0,1.8808135922807914,1.8757634288286285,1.8858637557329543
77.0,1.8864907251724818,1.881440561720319,1.8915408886246448
82.0,1.9138138523837167,1.9087636889315538,1.9188640158358796
85.0,1.9294189257142926,1.9243687622621297,1.9344690891664555
87.0,1.9395192526186185,1.9344690891664555,1.9445694160707814
88.7,1.9479236198317265,1.9428734563795635,1.9529737832838894
90.0,1.954242509439325,1.949192345987162,1.959292672891488
95.0,1.9777236052888478,1.972673441836685,1.9827737687410107
100.0,2.0,1.994949836547837,2.0050501634521627
112.0,2.0492180226701815,2.0441678592180184,2.0542681861223446
115.0,2.060697840353612,2.055647676901449,2.0657480038057745
117.0,2.0681858617461617,2.0631356982939986,2.073236025198325
122.0,2.0863598306747484,2.0813096672225857,2.091409994126911
147.0,2.167317334748176,2.162267171296013,2.172367498200339
150.0,2.1760912590556813,2.1710410956035187,2.181141422507844
164.0,2.214843848047698,2.2097936845955353,2.2198940114998607
182.0,2.2600713879850747,2.2550212245329115,2.265121551437238
191.0,2.2810333672477277,2.2759832037955645,2.286083530699891
194.0,2.287801729930226,2.282751566478063,2.292851893382389
216.0,2.3344537511509307,2.329403587698768,2.3395039146030934
219.0,2.3404441148401185,2.335393951387956,2.345494278292281
229.166666666667,2.3601514477826386,2.355101284330476,2.3652016112348013
229.16669422050416,2.3601515,2.355101336547837,2.3652016634521633
231.0,2.3636119798921444,2.3585618164399813,2.3686621433443076
240.0,2.380211241711606,2.375161078259443,2.385261405163769
267.0,2.4265112613645754,2.4214610979124123,2.4315614248167385
289.0,2.4608978427565478,2.4558476793043846,2.465948006208711
300.0,2.4771212547196626,2.4720710912675,2.4821714181718253
354.0,2.5490032620257876,2.543953098573625,2.5540534254779503
364.0,2.561101383649056,2.556051220196893,2.566151547101219
365.0,2.5622928644564746,2.557242701004312,2.5673430279086373
370.0,2.568201724066995,2.5631515606148323,2.5732518875191577
412.0,2.6148972160331345,2.609847052580972,2.619947379485297
433.0,2.6364878963533656,2.631437732901203,2.6415380598055282
450.0,2.6532125137753435,2.6481623503231804,2.6582626772275066
518.0,2.714329759745233,2.7092795962930705,2.719379923197396
708.3332033971869,2.8502376,2.845187436547837,2.8552877634521625
708.333333333333,2.8502376796666677,2.845187516214505,2.8552878431188304
734.0,2.8656960599160706,2.8606458964639074,2.8707462233682337
1022.0,3.009450895798694,3.0044007323465314,3.0145010592508568
1291.66666666667,3.1111504521226676,3.106100288670505,3.1162006155748303
2208.0,3.3439990690571615,3.3389489056049984,3.3490492325093246
2291.66666666667,3.3601514477826386,3.355101284330476,3.3652016112348013
2291.666942205042,3.3601515,3.355101336547837,3.3652016634521633
